budget,strat,number clusters,ARI
10,random,2,0.22238220931326053
20,random,3,0.04161741824985569
30,random,4,0.04791831819781848
40,random,4,0.18879598840010264
50,random,4,0.13702516939143836
60,random,4,0.1409720682322014
70,random,4,0.09987676765060315
80,random,4,0.13508484562649659
90,random,4,0.05092609402765953
100,random,4,0.05092609402765953
110,random,5,0.05449317723943358
120,random,4,0.12364396490760741
130,random,4,0.09431516477431053
140,random,4,0.11119092066942507
150,random,4,0.11119092066942507
160,random,5,0.08374662313692965
170,random,5,0.07329796657292435
180,random,5,0.057166205750249076
