budget,strat,number clusters,ARI
10,random,2,0.3694075388574537
20,random,3,0.10911900785281187
30,random,3,0.1479005751891471
40,random,3,0.14563191502942183
50,random,3,0.04892240150333149
60,random,4,0.10758637011587863
70,random,4,0.06700208579898716
80,random,5,0.06769504887023907
90,random,5,0.06769504887023907
100,random,5,0.06770641657670982
110,random,5,0.05786307580887425
120,random,4,0.03413331955253311
130,random,5,0.03884740333828027
140,random,5,0.03884740333828027
150,random,5,0.04213364849071748
160,random,5,0.035623766501478374
170,random,5,0.04235424770678523
180,random,5,0.042797180276308085
