budget,strat,number clusters,ARI
10,random,3,0.21162970113981766
20,random,3,0.23806522598495564
30,random,4,0.0819290202972687
40,random,4,0.16310323158540888
50,random,3,0.21816768017821528
60,random,4,0.26059089969539445
70,random,4,0.2241354542473935
80,random,4,0.2241354542473935
90,random,4,0.2241354542473935
100,random,5,0.10780602813958715
110,random,5,0.10780602813958715
120,random,5,0.0652439194097034
130,random,5,0.0652439194097034
140,random,5,0.06064355448976514
150,random,5,0.06064355448976514
160,random,5,0.06064355448976514
170,random,7,0.040268670320406715
180,random,7,0.040268670320406715
