budget,strat,number clusters,ARI
10,random,2,0.04024394385698442
20,random,4,0.13213922201601402
30,random,4,0.13213922201601402
40,random,4,0.13213922201601402
50,random,4,0.11215903290080223
60,random,4,0.11548925430795874
70,random,4,0.11548925430795874
80,random,4,0.11548925430795874
90,random,6,0.1345825430895089
100,random,6,0.1443475731571442
110,random,6,0.0978312285133705
120,random,6,0.0978312285133705
130,random,6,0.10462494385110778
140,random,6,0.09907200038802856
150,random,6,0.08254884487840544
160,random,6,0.09495896573639602
170,random,6,0.06970711004574011
180,random,6,0.06970711004574011
