budget,strat,number clusters,ARI
10,random,2,0.21587508221059212
20,random,3,0.24506265364622412
30,random,3,0.24506265364622412
40,random,3,0.24506265364622412
50,random,3,0.24506265364622412
60,random,3,0.24506265364622412
70,random,3,0.24506265364622412
80,random,3,0.24506265364622412
90,random,4,0.13480663376882604
100,random,4,0.03902025067904858
110,random,4,0.0659606828499993
120,random,4,0.06403570453249706
130,random,4,0.05733243793675678
140,random,5,0.043558175005594446
150,random,5,0.026591415670366464
160,random,5,0.03146035687809834
170,random,5,0.03853653378219585
180,random,5,0.02665926183258779
