budget,strat,number clusters,ARI
10,random,2,0.0016295298735598891
20,random,2,0.009111609094438068
30,random,4,0.0686126052853982
40,random,5,0.2168676397312341
50,random,5,0.1906241756693459
60,random,5,0.2510869010415738
70,random,5,0.22958343009504376
80,random,5,0.15291657000002667
90,random,5,-0.016974298354284118
100,random,6,0.047480945235912696
110,random,6,0.09212445391031086
120,random,6,0.09334602121696838
130,random,6,0.09305196781302268
140,random,6,0.09285324123316528
150,random,6,0.1517996281965073
160,random,6,0.1284821598959716
170,random,6,0.13071172072614695
180,random,6,0.12323028251371332
