budget,strat,top_n,threshold,explainer,test_size,number clusters,ARI
10,commun_fraction,3,0.5,rbf_svm,0.4,8,0.2711367996950813
20,commun_fraction,3,0.5,rbf_svm,0.4,4,0.2969186186432447
30,commun_fraction,3,0.5,rbf_svm,0.4,5,0.27180681576877247
40,commun_fraction,3,0.5,rbf_svm,0.4,4,0.23737625777521476
50,commun_fraction,3,0.5,rbf_svm,0.4,4,0.20259811560434982
60,commun_fraction,3,0.5,rbf_svm,0.4,5,0.28423923322976596
70,commun_fraction,3,0.5,rbf_svm,0.4,6,0.22682377791171965
80,commun_fraction,3,0.5,rbf_svm,0.4,6,0.22682377791171965
90,commun_fraction,3,0.5,rbf_svm,0.4,7,0.21525739489521184
100,commun_fraction,3,0.5,rbf_svm,0.4,8,0.218555869416949
110,commun_fraction,3,0.5,rbf_svm,0.4,8,0.218555869416949
120,commun_fraction,3,0.5,rbf_svm,0.4,7,0.25035504553202914
130,commun_fraction,3,0.5,rbf_svm,0.4,7,0.2677613262948032
140,commun_fraction,3,0.5,rbf_svm,0.4,7,0.2793133052250683
150,commun_fraction,3,0.5,rbf_svm,0.4,7,0.28159906995667766
160,commun_fraction,3,0.5,rbf_svm,0.4,7,0.28159906995667766
170,commun_fraction,3,0.5,rbf_svm,0.4,8,0.3313623571560077
180,commun_fraction,3,0.5,rbf_svm,0.4,9,0.33878906949106763
