budget,strat,top_n,threshold,explainer,test_size,number clusters,ARI
10,commun_fraction,10,0.5,rbf_svm,0.4,8,0.27828327184284457
20,commun_fraction,10,0.5,rbf_svm,0.4,4,0.3039751957531781
30,commun_fraction,10,0.5,rbf_svm,0.4,5,0.2819622502084002
40,commun_fraction,10,0.5,rbf_svm,0.4,4,0.32849661485353276
50,commun_fraction,10,0.5,rbf_svm,0.4,5,0.36195867848488966
60,commun_fraction,10,0.5,rbf_svm,0.4,6,0.30149964543454727
70,commun_fraction,10,0.5,rbf_svm,0.4,6,0.30149964543454727
80,commun_fraction,10,0.5,rbf_svm,0.4,6,0.31837448778598293
90,commun_fraction,10,0.5,rbf_svm,0.4,6,0.31837448778598293
100,commun_fraction,10,0.5,rbf_svm,0.4,5,0.2439448457561558
110,commun_fraction,10,0.5,rbf_svm,0.4,5,0.2439448457561558
120,commun_fraction,10,0.5,rbf_svm,0.4,5,0.3461558761975127
130,commun_fraction,10,0.5,rbf_svm,0.4,6,0.36816130565425115
140,commun_fraction,10,0.5,rbf_svm,0.4,6,0.3725688310122483
150,commun_fraction,10,0.5,rbf_svm,0.4,7,0.3442420791423086
160,commun_fraction,10,0.5,rbf_svm,0.4,8,0.3680969707293888
170,commun_fraction,10,0.5,rbf_svm,0.4,7,0.431458954161056
180,commun_fraction,10,0.5,rbf_svm,0.4,7,0.4202094719467839
