threshold;budget;ARI
50;10;0.3694075388574537
50;20;0.3694075388574537
50;30;0.3694075388574537
50;40;0.38083760253561044
50;50;0.3184903167425818
50;60;0.35957959375904164
50;70;0.35957959375904164
50;80;0.35957959375904164
50;90;0.35957959375904164
50;100;0.3858252654405217
50;110;0.3606400987842997
50;120;0.35060275304412464
50;130;0.35060275304412464
50;140;0.34490765182953376
50;150;0.34490765182953376
50;160;0.3757518887061875
50;170;0.4384224409733938
