threshold;budget;ARI
80;10;0.8444001082582876
80;20;0.8664255716822219
80;30;0.8664255716822219
80;40;0.8664255716822219
80;50;0.8629020957410168
80;60;0.8629020957410168
80;70;0.8628264132956331
80;80;0.8296628259619044
80;90;0.8296628259619044
80;100;0.8296628259619044
80;110;0.8296628259619044
80;120;0.8296628259619044
80;130;0.8054031385352164
80;140;0.8054031385352164
80;150;0.8054031385352164
80;160;0.8183601860229714
80;170;0.8026301551425483
