threshold;budget;ARI
60;10;0.8444001082582876
60;20;0.8557617996239146
60;30;0.8557617996239146
60;40;0.8557617996239146
60;50;0.7361744580596256
60;60;0.7361744580596256
60;70;0.7361744580596256
60;80;0.7361744580596256
60;90;0.7361744580596256
60;100;0.8290360586875477
60;110;0.8290360586875477
60;120;0.8288221399655783
60;130;0.8288221399655783
60;140;0.8288221399655783
