threshold;budget;ARI
90;10;0.27928753155331715
90;20;0.3039751957531781
90;30;0.25366935909005855
90;40;0.25366935909005855
90;50;0.36217946578229443
90;60;0.36217946578229443
90;70;0.39005490963452194
90;80;0.4480823779773602
90;90;0.4480823779773602
90;100;0.4432489416312235
90;110;0.4432489416312235
90;120;0.44747819764286373
90;130;0.44747819764286373
90;140;0.44747819764286373
90;150;0.49318713085029
90;160;0.49318713085029
90;170;0.5190737656481785
