threshold;budget;ARI
80;10;0.399221812860479
80;20;0.399221812860479
80;30;0.399221812860479
80;40;0.399221812860479
80;50;0.399221812860479
80;60;0.399221812860479
80;70;0.5559851193454456
80;80;0.4681798890606695
80;90;0.4681798890606695
80;100;0.4681798890606695
80;110;0.4681798890606695
80;120;0.5377602439220551
80;130;0.5377602439220551
80;140;0.6595206678714441
80;150;0.5883186245755799
80;160;0.5883186245755799
80;170;0.6455435768442874
