threshold;budget;ARI
70;10;0.8444001082582876
70;20;0.8610848356222266
70;30;0.8610848356222266
70;40;0.8610848356222266
70;50;0.8575717848492755
70;60;0.8575717848492755
70;70;0.8575717848492755
70;80;0.8575717848492755
70;90;0.8575717848492755
70;100;0.8575717848492755
70;110;0.8575717848492755
70;120;0.838002729419861
70;130;0.838002729419861
70;140;0.838002729419861
70;150;0.838002729419861
70;160;0.838002729419861
70;170;0.8416366613322791
