3;50;10;0.8444001082582876
3;50;20;0.8557617996239146
3;50;30;0.8557617996239146
3;50;40;0.8557617996239146
3;50;50;0.8557617996239146
3;50;60;0.8557617996239146
3;50;70;0.8557617996239146
3;50;80;0.8557617996239146
3;50;90;0.8557617996239146
3;50;100;0.7461642101343537
3;50;110;0.7345373992421274
3;50;120;0.7345373992421274
3;50;130;0.7345373992421274
3;50;140;0.7345373992421274
3;50;150;0.7345373992421274
3;50;160;0.7345373992421274
3;50;170;0.7498113163452453
3;60;10;0.8444001082582876
3;60;20;0.8610848356222266
3;60;30;0.8610848356222266
3;60;40;0.8610848356222266
3;60;50;0.8610848356222266
3;60;60;0.8610848356222266
3;60;70;0.8610848356222266
3;60;80;0.8610848356222266
3;60;90;0.8610848356222266
3;60;100;0.8610848356222266
3;60;110;0.8610848356222266
3;60;120;0.8414692328529532
3;60;130;0.8414692328529532
3;60;140;0.8414692328529532
3;60;150;0.8414692328529532
3;60;160;0.8364954545084125
3;60;170;0.8364954545084125
3;70;10;0.8444001082582876
3;70;20;0.8610848356222266
3;70;30;0.8610848356222266
3;70;40;0.8610848356222266
3;70;50;0.8575717848492755
3;70;60;0.8575717848492755
3;70;70;0.8575717848492755
3;70;80;0.8575717848492755
3;70;90;0.8575717848492755
3;70;100;0.8575717848492755
3;70;110;0.8575717848492755
3;70;120;0.838002729419861
3;70;130;0.838002729419861
3;70;140;0.838002729419861
3;70;150;0.838002729419861
3;70;160;0.838002729419861
3;70;170;0.8416366613322791
3;80;10;0.8444001082582876
3;80;20;0.8664255716822219
3;80;30;0.8664255716822219
3;80;40;0.8664255716822219
3;80;50;0.8629020957410168
3;80;60;0.8629020957410168
3;80;70;0.8628264132956331
3;80;80;0.8296628259619044
3;80;90;0.8296628259619044
3;80;100;0.8296628259619044
3;80;110;0.8296628259619044
3;80;120;0.8296628259619044
3;80;130;0.8054031385352164
3;80;140;0.8054031385352164
3;80;150;0.8054031385352164
3;80;160;0.8183601860229714
3;80;170;0.8026301551425483
3;90;10;0.7556367435039121
3;90;20;0.7743966213579256
3;90;30;0.8664255716822219
3;90;40;0.8317524245895762
3;90;50;0.8317524245895762
3;90;60;0.8282553003560021
3;90;70;0.8282553003560021
3;90;80;0.8282553003560021
3;90;90;0.8282553003560021
3;90;100;0.8282553003560021
3;90;110;0.8282553003560021
3;90;120;0.8282553003560021
3;90;130;0.8282553003560021
3;90;140;0.8282553003560021
3;90;150;0.8165005468417771
3;90;160;0.8165005468417771
3;90;170;0.8165005468417771
