threshold;budget;ARI
60;10;0.3694075388574537
60;20;0.3694075388574537
60;30;0.3694075388574537
60;40;0.3694075388574537
60;50;0.3694075388574537
60;60;0.3694075388574537
60;70;0.40787317405610346
60;80;0.35514780277498514
60;90;0.46135916958061624
60;100;0.46135916958061624
60;110;0.46135916958061624
60;120;0.6449292890902435
60;130;0.611955825861403
60;140;0.611955825861403
60;150;0.611955825861403
60;160;0.6782441735251964
60;170;0.71172671633956
