threshold;budget;ARI
80;10;0.2711367996950813
80;20;0.2969186186432447
80;30;0.2002652878397148
80;40;0.18639928182052282
80;50;0.2778316323123734
80;60;0.2856000300192764
80;70;0.2856000300192764
80;80;0.284144765814133
80;90;0.31864269765625985
80;100;0.29092013412769846
80;110;0.32029909616720137
80;120;0.32029909616720137
80;130;0.3322742067418933
80;140;0.3624420059188841
80;150;0.3499965800656379
80;160;0.3499965800656379
80;170;0.3499965800656379
