threshold;budget;ARI
70;10;0.3694075388574537
70;20;0.3694075388574537
70;30;0.3694075388574537
70;40;0.3694075388574537
70;50;0.3694075388574537
70;60;0.44264059808351885
70;70;0.3935432669064957
70;80;0.5096740590834163
70;90;0.5096740590834163
70;100;0.5096740590834163
70;110;0.5808222541434152
70;120;0.5808222541434152
70;130;0.5808222541434152
70;140;0.7034612972026125
70;150;0.6281160485082822
70;160;0.5998960592610315
70;170;0.5642958487578051
