threshold;budget;ARI
60;10;0.2798384307570617
60;20;0.3134562412206545
60;30;0.2621517837839594
60;40;0.2954947938957762
60;50;0.3363933355874287
60;60;0.3363933355874287
60;70;0.3363933355874287
60;80;0.3057382213812319
60;90;0.3164798493927398
60;100;0.31848955907088095
60;110;0.31848955907088095
60;120;0.3944799564970656
60;130;0.3944799564970656
60;140;0.39687613638965297
60;150;0.3795548360119543
60;160;0.3795548360119543
60;170;0.39390485427058713
