3;10;0.2711367996950813
3;20;0.2969186186432447
3;30;0.27175832446351816
3;40;0.26626978006217805
3;50;0.2749169295418531
3;60;0.27661796947855866
3;70;0.3199966707132599
3;80;0.35989248656850387
3;90;0.34072841176014285
3;100;0.4138956444134922
3;110;0.42073683074317786
3;120;0.4230206216720733
3;130;0.43249909916887697
3;140;0.4517181914190409
5;10;0.27928753155331715
5;20;0.3039751957531781
5;30;0.3066505712636355
5;40;0.3029875553633218
5;50;0.2833044762182714
5;60;0.228004386833687
5;70;0.23746748598893902
5;80;0.23979547578668756
5;90;0.24791804521504782
5;100;0.26314335884613943
5;110;0.24714983978054844
5;120;0.18621649099588214
5;130;0.16256697958820063
5;140;0.16256697958820063
7;10;0.2711367996950813
7;20;0.2969186186432447
7;30;0.27180681576877247
7;40;0.23737625777521476
7;50;0.29172988909614034
7;60;0.30975744184692344
7;70;0.25354483950585754
7;80;0.25685490120992993
7;90;0.25685490120992993
7;100;0.25811233702402137
7;110;0.30021964671611356
7;120;0.28760638259067645
7;130;0.28760638259067645
7;140;0.29434228835658754
