top_n;budget;ARI
10;10;0.8444001082582876
10;20;0.8557617996239146
10;30;0.8557617996239146
10;40;0.8557617996239146
10;50;0.8557617996239146
10;60;0.8557617996239146
10;70;0.8557617996239146
10;80;0.6819980872262554
10;90;0.6819980872262554
10;100;0.6819980872262554
10;110;0.6702813160236919
10;120;0.6702813160236919
10;130;0.6702813160236919
10;140;0.6702813160236919
10;150;0.6702813160236919
10;160;0.7503549971428924
10;170;0.7503549971428924
