top_n;budget;ARI
10;10;0.27928753155331715
10;20;0.3039751957531781
10;30;0.3039751957531781
10;40;0.28366673678272525
10;50;0.2833044762182714
10;60;0.28779831465723016
10;70;0.2756828091045454
10;80;0.2756828091045454
10;90;0.3462723275814071
10;100;0.3285057157411886
10;110;0.3337193334730201
10;120;0.3337193334730201
10;130;0.33120940194969345
10;140;0.3474861457221611
10;150;0.41211525660081405
10;160;0.4316141149302884
10;170;0.408875244551612
