top_n;budget;ARI
3;10;0.8444001082582876
3;20;0.8610848356222266
3;30;0.8610848356222266
3;40;0.8610848356222266
3;50;0.8610848356222266
3;60;0.8610848356222266
3;70;0.8540773713379546
3;80;0.8540773713379546
3;90;0.8437056021608963
3;100;0.7705191240643503
3;110;0.7705191240643503
3;120;0.7705191240643503
3;130;0.7540514938400441
3;140;0.7540514938400441
3;150;0.7540514938400441
3;160;0.7285579530103566
3;170;0.7253386220124066
