top_n;budget;ARI
5;10;0.3694075388574537
5;20;0.3694075388574537
5;30;0.39857138230515265
5;40;0.3263654845236943
5;50;0.3626113007556521
5;60;0.35883359753634536
5;70;0.42244840466011624
5;80;0.417252146183647
5;90;0.39739356566272277
5;100;0.40565767094557414
5;110;0.41133405426016983
5;120;0.41133405426016983
5;130;0.4244531108630125
5;140;0.45765199693856434
5;150;0.45765199693856434
5;160;0.47415961436570614
5;170;0.4916140498456541
