top_n;budget;ARI
3;10;0.3694075388574537
3;20;0.3694075388574537
3;30;0.3694075388574537
3;40;0.3694075388574537
3;50;0.3694075388574537
3;60;0.464619923104826
3;70;0.464619923104826
3;80;0.4221299327866399
3;90;0.39934714754849804
3;100;0.40990487529920355
3;110;0.4693118416077965
3;120;0.4782047588520958
3;130;0.4782047588520958
3;140;0.44678365650747065
3;150;0.47894751573950084
3;160;0.4631535503862618
3;170;0.4631535503862618
