top_n;budget;ARI
10;10;0.22238220931326053
10;20;0.3523380948332651
10;30;0.3523380948332651
10;40;0.32570252338655187
10;50;0.3268815389748617
10;60;0.36373208373321364
10;70;0.3748198233486332
10;80;0.2966447337256895
10;90;0.2923743793340246
10;100;0.32598554333765595
10;110;0.2727983978179749
10;120;0.31914110594741724
10;130;0.32757218024983575
10;140;0.3321407614016104
10;150;0.36013786660273606
10;160;0.3980443463792763
10;170;0.3987698701827786
