top_n;budget;ARI
3;10;0.2711367996950813
3;20;0.2969186186432447
3;30;0.27180681576877247
3;40;0.31815570488767136
3;50;0.28061696845667805
3;60;0.2749821490039862
3;70;0.22142556707918726
3;80;0.34315024112619424
3;90;0.27165395611111637
3;100;0.2733429245480876
3;110;0.2684572889746269
3;120;0.23231897279874852
3;130;0.2779842062024695
3;140;0.2893236517676596
3;150;0.3062970926589878
3;160;0.34501048457207545
3;170;0.3607758919490929
