top_n;budget;ARI
5;10;0.8444001082582876
5;20;0.8664255716822219
5;30;0.8664255716822219
5;40;0.8664255716822219
5;50;0.8664255716822219
5;60;0.8664255716822219
5;70;0.8664255716822219
5;80;0.8664255716822219
5;90;0.8664255716822219
5;100;0.8557995478672551
5;110;0.8557995478672551
5;120;0.8557995478672551
5;130;0.8310233186077829
5;140;0.8310233186077829
5;150;0.8310233186077829
5;160;0.8245208584006098
5;170;0.8245208584006098
