top_n;budget;ARI
7;10;0.27579393747141523
7;20;0.3039751957531781
7;30;0.3020691970410311
7;40;0.2807085148616792
7;50;0.2900874610645477
7;60;0.2985408497681998
7;70;0.25435175244430386
7;80;0.2559746605547307
7;90;0.3039133772497395
7;100;0.30655687715247
7;110;0.35246574340731307
7;120;0.35246574340731307
7;130;0.4311949002933212
7;140;0.45405007121703506
7;150;0.44193024168721473
7;160;0.45656479331604427
7;170;0.43140297555851126
