budget,strat,top_n,threshold,explainer,test_size,number clusters,ARI
10,commun_fraction,9,0.5,rbf_svm,0.4,8,0.20621138862272428
20,commun_fraction,9,0.5,rbf_svm,0.4,8,0.20621138862272428
30,commun_fraction,9,0.5,rbf_svm,0.4,5,0.22724294310719123
40,commun_fraction,9,0.5,rbf_svm,0.4,4,0.23796776763935532
50,commun_fraction,9,0.5,rbf_svm,0.4,4,0.32182728656051496
60,commun_fraction,9,0.5,rbf_svm,0.4,5,0.2544453791490478
70,commun_fraction,9,0.5,rbf_svm,0.4,5,0.27234306065265745
80,commun_fraction,9,0.5,rbf_svm,0.4,5,0.20622948650736253
90,commun_fraction,9,0.5,rbf_svm,0.4,5,0.2057840984159628
100,commun_fraction,9,0.5,rbf_svm,0.4,6,0.275593405581155
110,commun_fraction,9,0.5,rbf_svm,0.4,6,0.3075277226421191
120,commun_fraction,9,0.5,rbf_svm,0.4,6,0.3075277226421191
130,commun_fraction,9,0.5,rbf_svm,0.4,5,0.3483640454182428
140,commun_fraction,9,0.5,rbf_svm,0.4,6,0.33110377462732954
150,commun_fraction,9,0.5,rbf_svm,0.4,7,0.3962518053720271
160,commun_fraction,9,0.5,rbf_svm,0.4,7,0.3962518053720271
170,commun_fraction,9,0.5,rbf_svm,0.4,7,0.36579995505283
180,commun_fraction,9,0.5,rbf_svm,0.4,8,0.3976988694943512
